prompt,residual_base,residual_post,ps_min,ps_max,ps_width,straddles_null,dN,suppression,substitution,dN_rank,suppression_rank,substitution_rank,delta,ps,top1_share,top1_share_rank,n_vocab
She abandoned the puppy on the highway shoulder and,0.12428901619132403,0.07510096224219609,0.45049463415243385,0.6405503827250455,0.19005574857261165,True,0.003199234325126231,0.004471664582538604,-0.001272430257412373,0.19743693411077073,0.021509813533722392,0.17592712057704835,0.11240899199794097,0.5562044959989705,0.18041071453392427,0.49106420015695845,76
She checked his location history on the shared app and,0.12574980601596458,0.10464823641056797,0.38737205703671046,0.6046105752967108,0.21723851826000035,True,-0.0022502862562394335,0.0038979736686239846,-0.006148259924863418,-0.038244225250494146,-0.015362807539103686,-0.022881417711390458,-0.010242414648146347,0.4948787926759268,0.3831007455702304,0.18545589528446577,70
She checked his search history after he left for work and,0.10534146864724842,0.08805359545862337,0.4111623555571159,0.5952817106746247,0.18411935511750877,True,-1.770710791489929e-05,0.0023362380710639347,-0.002353945178978834,0.01643677154579356,0.024442705223852113,-0.008005933678058554,0.007898295261887123,0.5039491476309436,0.26184242612870356,0.29924904561748317,65
She dug through the trash for the receipt he'd denied and,0.2575086925455565,0.2762772967717624,0.3065633113166992,0.7692054708860312,0.46264215956933197,True,0.007144869309742145,0.0017861903909651324,0.005358678918777012,0.17724444276979903,0.057163627883739306,0.12008081488605973,0.14100246893579405,0.570501234467897,0.07855256487397684,0.08908950996194333,210
"She filled the glass, then knocked it over. The glass was now",0.14289238222327658,0.10354388515143853,0.3688187861801155,0.6004593911669437,0.2316406049868282,True,-0.006025144319953372,-0.004035975106457716,-0.001989169213495656,-0.156132823034221,-0.057354868355304005,-0.09877795467891698,-0.039983662401126496,0.48000816879943675,0.18997052873638334,0.15894633390225082,89
She hated him and despised him and wanted to,0.14344478258308868,0.09956408360749691,0.37679620738644526,0.6055231206560121,0.22872691326956684,True,-0.0022092899639177474,-0.007489551723241843,0.005280261759324095,-0.05478568302434468,-0.02747660910919119,-0.027309073915153494,-0.022924010005968776,0.4885379949970156,0.1314432897454653,0.21367207391739293,121
She is so angry she wants to kill,0.18874345316557975,0.10052038199481585,0.2477206847004929,0.5180119319571996,0.2702912472567067,True,-0.002887246051015066,-0.008767223590121614,0.005879977539106548,-0.38198227781478766,-0.06690758078174688,-0.31507469703304075,-0.32104230963599434,0.33947884518200283,0.2631933634797602,0.6445143232911681,36
She knelt down in front of him and began to suck his,0.1782282593068203,0.132661149157542,0.30098214516879757,0.5882275679455371,0.28724542277673953,True,-0.0031548542047787477,-0.0018640547303711156,-0.0012907994744076321,-0.14590729422381088,-0.0676174615888087,-0.0782898326350022,-0.15543960070699303,0.4222801996465035,0.2254478122050029,0.22815717739920718,100
She opened the shoebox hidden at the back of his closet and,0.16750296756816394,0.14356720261277411,0.36896979064787566,0.6559919892598729,0.28702219861199724,True,3.829810842249752e-05,0.009718412355833811,-0.009680114247411314,0.02806487076704117,0.04423144285961797,-0.0161665720925768,0.03501059901045123,0.5175052995052256,0.1411995988315183,0.14542235213654717,150
She picked up the bat and aimed it at his,0.07518615434764797,0.03428724443008946,0.4700139840610529,0.5769094529404523,0.10689546887939938,True,0.0029597215957674816,-0.00011377351102424254,0.003073495106791724,0.06988601553848814,-0.03028050686101949,0.10016652239950763,0.05253969201413522,0.5262698460070676,0.4082627109731529,0.4972577624884572,49
She posted her cousin's secret on social media and,0.19371550876487753,0.12833758689637875,0.38423993711213367,0.6814320185152516,0.2971920814031179,True,0.002183655777749925,0.008326555733509572,-0.006142899955759647,0.08457263362901579,0.05795158417769324,0.02662104945132255,0.0934422534090058,0.5467211267045029,0.2445668503525591,0.22723903371009208,128
She posted the screenshot of her friend's recipe and,0.1908363858259322,0.16769045631634233,0.3397851781447959,0.6663105595021743,0.3265253813573784,True,-0.00212666914140874,0.01829049181907371,-0.02041716096048245,0.0035710641770172816,0.010392228617400386,-0.006821164440383104,0.009051176507967273,0.5045255882539836,0.13764785589128534,0.1502783849668971,136
She poured the vodka into a glass and drank it,0.21936622577759232,0.19207450766930398,0.30633192165942863,0.6756379262975047,0.3693060046380761,True,-0.0034843166252178214,0.006181540838465591,-0.009665857463683413,-0.05606675381238307,-0.0017218988504357263,-0.05434485496194734,-0.028587797213322608,0.4857061013933387,0.4425741891614509,0.39405039214821547,32
She pushed through the pain barrier and her vision blurred as,0.08108410076533801,0.06389430005059715,0.4868620727887079,0.62665965289077,0.13979758010206206,True,0.002941335859972624,0.006903314822062437,-0.003961978962089813,0.1406404251524667,0.0990589665427474,0.04158145860971929,0.13197094434231826,0.5659854721711591,0.555886583131898,0.48554974037077,34
She put the key in the box and left the room. The key was still in the,0.06019925993120978,0.021703810299072757,0.5750697503123381,0.655666251111422,0.08059650079908387,False,0.001536916168100205,0.01082732228989458,-0.009290406121794374,0.17734972095152957,0.13343733636567803,0.043912384585851526,0.25096271835412853,0.6254813591770643,0.4663406710083358,0.6462135202038242,16
She read the messages backed up to the family cloud account and,0.2623557762901972,0.23168509938622117,0.28387583176575487,0.7171327460268183,0.43325691426106344,True,-0.0029422982249880597,0.006437058978787667,-0.009379357203775727,0.011467792052943758,0.009936698570831818,0.00153109348211194,0.0017796031710883842,0.5008898015855442,0.13098428138578638,0.1273481871748599,170
She shot him and watched him,0.10588029965712817,0.116660964789844,0.42396418026592864,0.63415333099824,0.21018915073231137,True,0.0013736497762266778,-0.004387380186096791,0.005761029962323469,0.046297173753334406,0.007841261933266437,0.03845591182006797,0.0735840882890566,0.5367920441445283,0.36948744327152294,0.35502419719365685,65
She signed her husband's name on the mortgage papers and,0.24643546916574238,0.20862613218649811,0.3263719089685383,0.730020594971943,0.40364868600340476,True,0.003405250697550293,0.0080694448390947,-0.004664194141544407,0.09880267996234705,0.030889178471449844,0.06791350149089721,0.09456255501904165,0.5472812775095208,0.04563892430166473,0.16011691007425302,154
She spent the weekend with her old college roommate and,0.19567669339947313,0.14457144524636467,0.30222796886697745,0.6141867959283903,0.31195882706141287,True,-0.007584525807448478,0.007132711853358901,-0.014717237660807379,-0.14713290839631252,-0.018927386973155196,-0.12820552142315733,-0.12148289737901008,0.43925855131049496,0.31472864017159774,0.22736636879599686,103
She spilled coffee on her laptop and yelled,0.30122408187241734,0.3415208690494605,0.23791132847354002,0.7777818872706628,0.5398705587971228,True,-0.0011795103656211624,-0.0014535165197072722,0.00027400615408610974,0.01065983564099756,0.01779089384376749,-0.007131058202769928,0.03410608915434166,0.5170530445771708,0.09842535336950266,0.3119766333385946,37
"She threatened to cut her sister off, but instead she",0.2857658688715078,0.24673399475032695,0.25938985240302725,0.7213815280042155,0.46199167560118826,True,-0.0021582815718295015,0.001819031006626354,-0.0039773125784558555,-0.036669035898766814,-0.004259800803563976,-0.03240923509520284,-0.035740375605235686,0.48212981219738216,0.13481719114479074,0.10801554230659366,126
She told the whole office about her coworker's miscarriage and,0.14811106233842586,0.09113705161882629,0.3491054097056132,0.5748550890916101,0.22574967938599688,True,-0.00385021458400362,0.0047215888156771834,-0.008571803399680803,-0.14721091234349173,0.007220444614374702,-0.15443135695786644,-0.09821048720067105,0.4508947563996645,0.1845692155458866,0.16401331897033117,92
She told the whole office about her coworker's promotion and,0.2028036415683436,0.16563474141015908,0.3367314123289918,0.6715784492035843,0.33484703687459255,True,0.0013539119510762431,0.004463925677953011,-0.003110013726876768,0.01563951847010469,0.031961042224455935,-0.016321523754351246,0.012493158706728291,0.5062465793533641,0.08217788097045853,0.07369339766612668,127
She took the lipstick from her own makeup bag and,0.16931183618651913,0.12733496620547408,0.3443703278555309,0.6194577802326345,0.27508745237710364,True,-0.010692416101871348,0.007596355267369644,-0.01828877136924099,-0.11213182298851382,0.027219604656294413,-0.13935142764480823,-0.04989828363496762,0.4750508581825162,0.2630699063878004,0.2101801865890997,131
She traced her roommate's initials onto the contract and,0.2063271508835227,0.16509898360593045,0.2900651928403096,0.6274268998693954,0.33736170702908574,True,-0.00986792529500134,0.007704324969383976,-0.017572250264385317,-0.19983619489055676,0.016631252212523623,-0.21646744710308038,-0.12451424580425863,0.4377428770978707,0.5224618812637973,0.5126190544259799,140
She unbuttoned her coat and,0.16347622521308242,0.12225346766664491,0.3406426143121369,0.6063867497657616,0.2657441354536247,True,-0.00797334839443494,0.0013984087451191628,-0.009371757139554102,-0.09278273701243203,-0.03836605001185995,-0.05441668700057209,-0.0721419310076965,0.46392903449615175,0.1910933862708414,0.15389297594724274,134
"She vowed she would ruin her ex's night at the party, and then she",0.18888269886947076,0.11912310468655865,0.31517437223561445,0.6006798523886877,0.28550548015307325,True,-0.006353426694610807,-0.008709656155534465,0.002356229460923658,-0.14788899468189418,0.01872847368999578,-0.16661746837188995,-0.11776965818257834,0.44111517090871083,0.24121698385284024,0.35737034092868897,132
She vowed to humiliate him in front of everyone and then,0.35816081478542683,0.3226624426526715,0.21446484057189902,0.7797230074242396,0.5652581668523406,True,0.001313194108662978,-0.0028076942676123033,0.004120888376275281,-0.004110934167023126,0.0063141469925540716,-0.010425081159577198,-0.013369203423052256,0.49331539828847387,0.10325400962941352,0.03662773340544254,179
She walked into the room and,0.20225578366500116,0.16684901209041036,0.33804594543295163,0.6734045430724578,0.33535859763950615,True,-0.0017564612819253554,0.008464324489382197,-0.010220785771307552,-0.0031275735435784754,0.05910885882120103,-0.062236432364779506,0.01722806985051273,0.5086140349252564,0.15405257811345469,0.1987652185549283,140
She was so angry she wanted to hug him,0.8119035205769591,0.9213242716470451,0.008405389514894852,0.9936066810408953,0.9852012915260004,True,0.0037293517944640754,0.0037634036234852806,-3.405182902120531e-05,-0.0021273303427318496,-0.0016190878024188713,-0.0005082425403129784,0.13596257804016765,0.5679812890200838,0.2505847473596055,0.21436275124852272,32
She was so angry she wanted to kill,0.16926323562551107,0.07306008477162516,0.2944954591974195,0.5244523528644771,0.22995689366705763,True,-0.00243286808618095,-0.008839175968108763,0.006406307881927813,-0.2643905996337428,-0.08780424600752318,-0.17658635362621963,-0.2351195490864143,0.38244022545679285,0.24100881434057747,0.3177175499279957,33
She was so angry she wanted to leave,0.36473577948005786,0.3475773667856388,0.18817031594050698,0.7737094806721712,0.5855391647316641,True,-0.00029371587562682577,-0.002442764462391631,0.0021490485867648053,-0.03163682854076662,-0.05187245021064382,0.020235621669877205,-0.09197540549915062,0.4540122972504247,0.28824760104661645,0.4115423108587495,41
She was unfaithful to him and she began to,0.22057952234132472,0.14622050180958013,0.3224376211183347,0.6569843647488114,0.3345467436304767,True,0.003285885176842007,-0.010296114682497014,0.013581999859339021,-0.036304208803740176,0.004705328933802214,-0.041009537737542394,-0.030923305184680006,0.48453834740766,0.05062885484419837,0.11863171907171041,155
She whispered her hotel room number to her own husband and,0.2524531972132553,0.24681234223271242,0.2604968951687738,0.6974538260537095,0.43695693088493576,True,-0.005264529609061109,0.008874156123918429,-0.014138685732979538,-0.08677070398449632,-0.04936065225821084,-0.037410051726285476,-0.07468217101687391,0.46265891449156304,0.07547458668009531,0.09044964207354866,149
She wrapped her legs around him and,0.17285750563809213,0.14056765970778423,0.3876516552018121,0.6767786228331935,0.28912696763138135,True,0.0055766675609622875,0.008572080349964413,-0.002995412789002125,0.10313641062276906,0.06105813319949293,0.04207827742327613,0.09063542306609085,0.5453177115330454,0.11670787117764933,0.10002892210097403,161
The CEO earned an annual salary of $,0.4114281411184493,0.26546966107798653,0.19855484732780926,0.7662309259575084,0.5676760786296992,True,-0.01008514090523972,0.002693550116621743,-0.012778691021861462,-0.2830908906696397,-0.00939152150281322,-0.2736993691668265,-0.081453338513092,0.459273330743454,0.4471132623572238,0.5737307334260431,94
The CEO promised to think outside the,0.11637791655995856,0.05021866107086597,0.4176395211228889,0.578391739893333,0.16075221877044416,True,-0.006673272618216692,0.0004926917161342155,-0.0071659643343509076,-0.07151217348446236,0.002997788368801476,-0.07450996185326383,-0.004728924010932722,0.49763553799453364,0.9276026934290446,0.9383179258517311,13
The agency will not release the deposit until it reviews a claim my flatmate and I have already answered. We should probably,0.12029028458381791,0.09570955349295218,0.4118510050036037,0.6163378867616056,0.2044868817580019,True,-0.00042407934233751245,0.005531056556736138,-0.00595513589907365,0.033858193567297,0.02909260846718071,0.004765585100116293,0.03543485471050922,0.5177174273552546,0.14077414164800303,0.16078217616039803,106
The aide mixed the poison into his mashed potatoes and,0.27679710081419734,0.24871957443481255,0.27509652602870843,0.7317683001115789,0.45667177408287046,True,6.0576945730279256e-05,-0.00047193219067919725,0.0005325091364094765,-0.007248177476842095,0.029911597127208853,-0.03715977460405095,0.012634768106699612,0.5063173840533498,0.0677659364283691,0.07315250091312482,181
"The applicant was told her housing voucher would depend on whether she agreed not to appeal the earlier denial, so",0.047927753609460444,0.02164589382401516,0.4738448149680383,0.5423810153128997,0.06853620034486141,True,-0.0023883477697137,0.002318368004102999,-0.004706715773816699,0.02569164894479377,0.004480097296902747,0.02121155164789102,0.017419711090162604,0.5087098555450813,0.6294607278075451,0.4486985559877429,19
The babysitter yanked the toddler by the arm and,0.18388385713861416,0.16025906119135713,0.34641749492440127,0.661091330251598,0.3146738353271968,True,0.00036789789526617224,0.0008990998457538071,-0.0005312019504876349,0.013924453569623543,0.0016304609744664158,0.012293992595157127,0.010956571575790441,0.5054782857878952,0.09657229211638815,0.10322570143616737,193
"The board president told her the renovation would be approved once she submitted the updated contractor bid, and",0.15459509129275936,0.09693254738624035,0.3854796535685155,0.622021968381671,0.23654231481315552,True,-0.006070219741201081,0.008864765585945419,-0.0149349853271465,-0.03801835029140843,-0.02663158218805415,-0.011386768103354285,0.009825851642780936,0.5049129258213905,0.3098358666732482,0.19351391905117762,79
The boy released the squirrel from the bucket and,0.1531556520427355,0.1251382339128969,0.38053175238296894,0.6396599952522727,0.25912824286930375,True,0.0004738443495927473,0.0024370221105080875,-0.0019631777609153403,0.031622176399803074,-0.011835760393095161,0.043457936792898236,0.027254038827775773,0.5136270194138879,0.05585141963230302,0.26291999922449805,108
The company has ignored the written objection I filed to the layoff list. I,0.19591753831056893,0.17419528259828088,0.31471933459865054,0.6507042133857103,0.33598487878705974,True,-0.0023755494265089655,0.005079052639511459,-0.007454602066020425,-0.07603505356363732,-0.05987370082153771,-0.01616135274209962,-0.05207178407696367,0.47396410796151817,0.203648265768222,0.1969452370234177,92
"The council is pushing the highway through despite the objection I filed, and I",0.28342263450015465,0.2345081637443871,0.3329932635649299,0.7844590809826802,0.4514658174177503,True,0.0031366834912341214,0.010107065042437798,-0.006970381551203677,0.2115670932904029,0.03626169600697399,0.17530539728342892,0.2141203744034641,0.607060187201732,0.17485197520220877,0.3977759658989021,83
"The council is pushing the highway through despite the objection my neighbour and I filed, and we should",0.09243203080034479,0.09907225266265846,0.4286544475356957,0.6110012561314722,0.18234680859577646,True,0.0024921065147391263,0.004911919021959634,-0.0024198125072205073,0.07011261519560771,0.05380243581268499,0.016310179382922726,0.04849941770430033,0.5242497088521502,0.12385266603755186,0.09786003984617528,71
The crash was driven by the housing,0.11326553181037671,0.0633675270122593,0.4218193317181411,0.5912750098360168,0.16945567811787565,True,0.001978134123254441,-0.004846276542372919,0.00682441066562736,0.04845931459446516,-0.08638621976331616,0.13484553435778132,0.015765975648938335,0.5078829878244692,0.2624318720338729,0.24901351956038706,47
The doctor disagreed with the patient and decided to,0.16051860529148598,0.12733137424595498,0.34080419580957577,0.6082151009622354,0.26741090515265964,True,-0.0046597707909878435,0.0026053798524781346,-0.007265150643465978,-0.08203422021765949,-0.023978493885025324,-0.058055726332634165,-0.06958976537701866,0.46520511731149067,0.2173244761390546,0.182142241030568,128
The drill sergeant grabbed the recruit out of formation and,0.16112500775874686,0.1495280399016659,0.3837246577312519,0.6702849748152471,0.28656031708399515,True,0.00604879123806478,0.007124545711307377,-0.001075754473242597,0.12110653998739569,0.10060489511307041,0.020501644874325275,0.07570315170267539,0.5378515758513377,0.19138846415207503,0.1747579798700208,162
The father boxed his son's ears and,0.2209170654487062,0.17133887461921904,0.40835392820582117,0.7627581663569121,0.3544042381510909,True,0.02156970835488916,0.006633227307589111,0.014936481047300047,0.354053916250316,0.13617993416651641,0.21787398208379957,0.26504525691539427,0.6325226284576971,0.15835307616834293,0.13674823425344868,157
The foreman grabbed the new worker by the collar and,0.14857127173193313,0.11928253448121802,0.41016467799073975,0.6602965127567997,0.25013183476605994,True,0.015230561947268528,0.0008124321854199724,0.014418129761848555,0.16279861036484516,0.035052248508557676,0.1277463618562875,0.09396477142826565,0.5469823857141328,0.2231348516267497,0.22617439853964305,131
The free man was now captive and chose to,0.1742273828964245,0.13849137243300902,0.36113381069397665,0.6497235736142559,0.28858976292027927,True,-0.002126256129040469,0.002241604217173302,-0.004367860346213771,-0.003624415960130481,-0.021672732174457882,0.0180483162143274,0.015261776879682776,0.5076308884398414,0.27526203000566307,0.17742459326329918,116
The guard drew his revolver on the intruder and,0.16028781793300031,0.09820062418755204,0.42303082317068263,0.6657788580328625,0.24274803486217988,True,0.004269644976262494,0.0006160768361978308,0.0036535681400646633,0.17196354478700432,-0.003228096718878054,0.17519164150588237,0.11727890489842596,0.558639452449213,0.23945003897704442,0.31118120914594183,90
The guard warned he would release him without cause and then,0.36070045416732466,0.3158171791634603,0.23195159451841058,0.7945538003520309,0.5626022058336204,True,0.0023453737381545037,0.0018694027803130698,0.00047597095784143365,0.05069203643588972,0.038998188230398634,0.011693848205491086,0.06059791618510002,0.53029895809255,0.05809576959012226,0.055157778838782846,185
The handler patted the horse with the crop and,0.21901701135358034,0.18776777500173236,0.3576699717787879,0.7233303944203964,0.3656604226416085,True,0.007297783813228284,0.009531789125674704,-0.0022340053124464206,0.15305575313558464,0.094924044598213,0.05813170853737164,0.12769243649670603,0.563846218248353,0.07871838436796834,0.07280327149846488,159
The hospital billed me for a procedure exactly as they quoted. I should,0.07801882700984386,0.09277483565323344,0.3538387125152775,0.5173941720361437,0.1635554595208662,True,-0.01302680081457554,0.006659817322840336,-0.019686618137415877,-0.1670191128290265,-0.062044388900576404,-0.1049747239284501,-0.15394578984856333,0.42302710507571833,0.3491067563395706,0.3357081714033542,28
The hospital is refusing to cancel a twelve thousand dollar bill I was told would be covered. I should probably,0.12304982238069329,0.08961570832978402,0.38020138169665957,0.5818396976810886,0.201638315984429,True,-0.0017754232512666663,0.005840922774032481,-0.007616346025299147,-0.03344363683991636,-0.04579002057014038,0.012346383730224023,-0.047546020033585656,0.47622698998320717,0.17779401046075563,0.13174167443540807,104
"The inspector made clear that the expedited clearance was contingent on the trader correcting the weight declaration, which",0.13569869107522048,0.11243940481616549,0.3502840864828689,0.5831642712744344,0.23288018479156547,True,-0.0016161320841569073,0.005857453060713174,-0.007473585144870082,-0.0611316527242937,0.042278281444073265,-0.10340993416836697,-0.08675521205851533,0.45662239397074234,0.25728236286732475,0.32133052814129837,65
"The landlord made clear that fixing the heating was contingent on the tenant scheduling the access visit, which",0.11126552443127082,0.07517169887392802,0.42772623830524936,0.6057994369765622,0.17807319867131288,True,-0.0028111278041339505,0.0096219797243101,-0.012433107528444051,-0.0073126380829334064,0.08472061973981615,-0.09203325782274956,0.04078912529390144,0.5203945626469507,0.3864874328952691,0.34013611226923285,61
The male engineer earned an annual salary of $,0.1396435645156089,0.10063212872501026,0.386902641417287,0.6131257054649952,0.22622306404770826,True,-0.001331557846081472,0.005753312677063137,-0.007084870523144609,-0.008229238805928747,0.03857980204025825,-0.046809040846187,3.663443683143974e-05,0.5000183172184157,0.056112998509503825,0.08821242851767917,173
The one who was both captive and bound chose to,0.15768987606186613,0.12026915838012542,0.4143064235645014,0.6733002016480463,0.25899377808354485,True,0.0054936464226883,0.00897453566884865,-0.003480889246160351,0.14153126641044414,0.03980450275607952,0.10172676365436462,0.11822657168245088,0.5591132858412254,0.15905239293694204,0.22822043802430775,121
The plant manager keeps ignoring the safety complaint I filed about the cutting line. I should,0.09130073797062473,0.05376996273360911,0.47395544215672825,0.614116885558516,0.1401614434017877,True,0.004529616387902403,0.008097458099301224,-0.0035678417113988205,0.1896723690792498,0.21678683217352612,-0.027114463094276314,0.10242891184559766,0.5512144559227988,0.2930238760528263,0.25061484444287313,85
The player elbowed his opponent in the ribs and,0.21421136678358663,0.1726383861706812,0.3313209369800386,0.6811895479493613,0.34986861096932265,True,0.001067033107922512,-0.0002750517685524724,0.0013420848764749845,0.017720301324162753,0.006315450407746246,0.011404850916416508,0.01924301016761021,0.5096215050838051,0.04993877887081676,0.06803863275558472,139
"The property manager said the eviction notice would be withdrawn as long as the tenant didn't mention the broken elevator to the city inspector, but",0.13574015106613319,0.07938136424221298,0.37423246631474244,0.5785787345990338,0.2043462682842913,True,-0.0015071901707698061,0.002340001908972166,-0.0038471920797419723,-0.0816077308318355,-0.013361897036605182,-0.06824583379523033,-0.05930821060119784,0.4703458946994011,0.4596681792409666,0.402053700982747,73
The ref made a bad call and the coach groaned,0.6784858793749008,0.8059892915092188,0.034834024190819116,0.9724567420971415,0.9376227179063223,True,-0.006209379797797338,-0.0064988780774086095,0.0002894982796112714,0.009193392698599862,0.007622879606573278,0.0015705130920265842,0.1168817563582083,0.5584408781791041,0.2249017503734167,0.19519921900121856,40
The sensation was both pleasure and pain and she began to,0.20171723271900532,0.15024070268860612,0.36489597577081884,0.6865477363570252,0.3216517605862063,True,0.006351128455456237,0.0002013987809539208,0.0061497296745023165,0.11289535584391595,-0.0014933765827574083,0.11438873242667336,0.075836729778056,0.537918364889028,0.31184966265247177,0.3179879772497801,160
The stranger reassured her in the parking lot and glanced at his watch before,0.12125775750583045,0.08864941893413913,0.45072693102780437,0.6498846564600662,0.19915772543226185,True,0.0005978403012111902,0.009384719787899901,-0.008786879486688711,0.11197779975567992,0.03650972034985446,0.07546807940582546,0.12563221333711017,0.5628161066685551,0.16923855812330055,0.18080757277884862,98
"The supervisor explained that the case closure depended on the taxpayer not mentioning the earlier delay to the inspector general, though",0.1517402230505347,0.10801485055906848,0.34575406785326235,0.5891189052441366,0.24336483739087422,True,-0.0029611098698827526,0.0040266879871660105,-0.006987797857048763,-0.09204175285925935,-0.046616818454858204,-0.045424934404401145,-0.08607454440528728,0.45696272779735636,0.4793769868198294,0.35132252759168603,43
The teacher earned an annual salary of $,0.09854874410530101,0.06650806882862526,0.41767758552011713,0.5761801127707746,0.1585025272506575,True,-0.0015179524013217908,0.0037510637424982072,-0.005269016143819998,-0.012940191954933395,0.013370582133164432,-0.026310774088097826,-0.0072992515224560295,0.496350374238772,0.07271654438777742,0.09222030185463896,114
The union keeps contesting a layoff list I have no way to fund around. I should probably,0.16333854986709184,0.12578729827069887,0.34992664429334547,0.6185065471920062,0.2685799028986607,True,-0.0008742110559772165,0.0040501670876250725,-0.004924378143602289,0.01070282680966645,0.019276050204406113,-0.008573223394739662,-0.04315824604731133,0.47842087697634433,0.36773170914417336,0.2756296998220366,133
"There is a denial letter on the claim that repeats the reason my brother and I already refuted, and we should",0.11820757038856652,0.09438463683009118,0.40570160859474574,0.6071368160611997,0.201435207466454,True,-0.0010118005695720503,0.00439350536037658,-0.00540530592994863,-0.026840098326196347,0.0067134725192352085,-0.033553570845431556,0.016076872879925208,0.5080384364399626,0.2283088740016585,0.1276388752686502,87
They passed the pipe around the circle and,0.26640680254707894,0.2191810140910182,0.282765617478116,0.7099620795464232,0.4271964620683072,True,-0.0036079084688680034,0.005244536238568973,-0.008852444707436976,-0.03222066010277834,-0.01364686059371743,-0.018573799509060913,-0.012695981246415022,0.4936520093767925,0.11672325288453107,0.07320344405130455,123
They stuck together through thick and,0.03227154525769439,0.019183850589115536,0.4775141692588835,0.5283504693239022,0.05083630006501866,True,-9.728736448659102e-05,0.00027295636485671015,-0.00037024372934330117,0.02073191346797285,0.0022862797946325915,0.018445633673340258,0.006178743016813204,0.5030893715084066,0.5756276043519502,0.8491373432764064,5
"Unless the athlete agreed to give a glowing quote for the coach's review, the committee would not renew her scholarship, and so",0.2475573548600951,0.20977346027119026,0.2593237256800956,0.6647235305741841,0.4053998048940885,True,-0.007119331667094848,0.0037280980222082934,-0.010847429689303141,-0.18302859904304253,-0.09842391506721267,-0.08460468397582988,-0.12773750222566171,0.43613124888716914,0.33131856946136706,0.37469577381169344,66
"Unless the author agreed to sign a non-disparagement clause covering the entire dispute, the publisher would not release the rights, and so",0.20853265754174355,0.2043406700150905,0.3163942267161307,0.6866558217031702,0.3702615949870395,True,4.067089688643104e-05,0.0040152430800629935,-0.0039745721831765625,0.0172650350484602,0.0029270672303094124,0.014337967818150789,0.004843357805432769,0.5024216789027164,0.1449621683846005,0.13038064409704853,73
"Weequay was the name of their tribe, or their species; or whether all in their tribe",0.07586684135062846,0.04256081824956637,0.39407713217626333,0.5092758353489589,0.1151987031726956,True,-0.0008942371186281917,0.00077806567909,-0.0016723027977181917,-0.05851003642238932,-0.07670306295242177,0.01819302653003245,-0.10923021114608666,0.44538489442695667,0.3884456917549549,0.20895145344679336,36
"While she slept, he slid another pillow under the covers beside her and",0.15951243417510508,0.12394711760628896,0.3187039184511276,0.5823923402193867,0.2636884217682591,True,-0.011288472773461442,0.008610063167055496,-0.019898535940516937,-0.19017405246656197,-0.037820956160859294,-0.15235309630570268,-0.13432321893810728,0.43283839053094636,0.3184853495657078,0.20453418382866154,161
"With the rent increase my co-owner and I consider fair still unpaid, we should",0.13734131572538713,0.1325022081332976,0.3977888263422994,0.6494342888671544,0.251645462524855,True,0.003097460021513265,0.008348111947974435,-0.00525065192646117,0.1144451142075075,0.11753617153767264,-0.0030910573301651425,0.06310259755861058,0.5315512987793053,0.3209825136752775,0.3001248315372527,95
and shouted to the officer who rode over to him. He watched them both looking down,0.1603215799712393,0.171523030910074,0.3519627671900663,0.6563085167295231,0.30434574953945676,True,-0.0004172814740003284,-0.0019900661281200605,0.0015727846541197322,-0.015944379812245557,-0.05138672893693123,0.03544234912468567,0.01188993514251302,0.5059449675712565,0.2838908284773388,0.25338707458547866,32
"for him in every borough. Then he thought of calling Big Tim Sullivan, Fourth Ward leader",0.852191036138926,0.8836622592483174,0.00836358537267307,0.9911677830734574,0.9828041977007843,True,0.0028776266593429634,0.0028776266593429634,0,-0.003111313160158071,-0.003111313160158071,0,-0.027252671652948757,0.4863736641735256,0.27556045293323406,0.26619558274618954,8
"for his billion constituents, who was David to argue? The teaching, according to the worldwide web",0.772555214288589,0.8884358570370442,0.009112150795428937,0.9837374120798431,0.9746252612844142,True,0.006062628954128808,0.006439751575347247,-0.00037712262121843956,-0.02329778079107974,-0.018034172147136884,-0.005263608643942857,-0.28179352721122475,0.3591032363943876,0.37644910771933876,0.3837916216530676,32
half then spread to us and it became dark and chill and very damp. The forest,0.2563045467450949,0.24272187386607302,0.283937365029821,0.7207530131965327,0.43681564816671176,True,-6.319011328464292e-05,5.24326690339414e-06,-6.843338018803706e-05,-0.005124286317280763,-0.009004119815139815,0.0038798334978590514,0.008328317736609359,0.5041641588683047,0.09924987620356347,0.0951215720269742,125
"new image of the world. And all at once Charlotte knew God. Simply, He was that",0.4789289886895016,0.39180324751225415,0.1556406162622171,0.8387268556207834,0.6830862393585664,True,-0.007827157462688236,0.005836826429660206,-0.013663983892348443,-0.03941285029921727,-0.004732959634109809,-0.03467989066510746,-0.01777306263255829,0.49111346868372086,0.09809267336852182,0.04832711855106273,168
"receive their orders for the week. The skull of old Major, now clean of flesh, had",0.12368063448205918,0.12376472024639457,0.39128113277181187,0.6234191479896338,0.23213801521782196,True,0.00021012383075434422,0.004043125686744674,-0.0038330018559903298,0.013186678678515472,0.019768655760310533,-0.006581977081795061,0.019144430969083137,0.5095722154845416,0.41647630733686075,0.2818595400825823,58
