text,basic_idx,orig_idx,jaccard,basic_words,orig_words,basic,original
mansfield.garden-party,27,27,0.7143,68,66,"The telephone. ""Yes, yes; oh yes. Kitty? Good morning, dear. Come to lunch? Do, dear. Pleased of course. It will only be a very little meal–just the sandwich and broken meringue-shells and what's left over. Yes, isn't it a complete morning? Your white? Oh, I certainly should. One moment–keep the ear part of the telephone. Mother's calling."" And Laura took a seat back. ""What, mother? Can't get you.""","The telephone. ""Yes, yes; oh yes. Kitty? Good morning, dear. Come to lunch? Do, dear. Delighted of course. It will only be a very scratch meal - just the sandwich crusts and broken meringue-shells and what's left over. Yes, isn't it a perfect morning? Your white? Oh, I certainly should. One moment - hold the line. Mother's calling."" And Laura sat back. ""What, mother? Can't hear."""
mansfield.garden-party,28,28,0.8095,20,19,"Mrs. Sheridan's voice went down the stairs. ""Tell her to put on that sweet hat she had on last Sunday.""","Mrs. Sheridan's voice floated down the stairs. ""Tell her to wear that sweet hat she had on last Sunday."""
mansfield.garden-party,29,29,0.8889,18,17,"""Mother says you're to put on that sweet hat you had on last Sunday. Good. One o'clock. Bye-bye.""","""Mother says you're to wear that sweet hat you had on last Sunday. Good. One o'clock. Bye-bye."""
mansfield.garden-party,30,30,0.65,194,171,"Laura put back the ear part of the telephone, put her arms over her head, took a deep breath, stretched and let them fall. ""Huh,"" she breathed deeply, and the moment after the breath she sat up quickly. She was quiet, giving her ear to everything. All the doors in the house seemed to be open. The house was living with soft, quick steps and running voices. The green baize door that led to the kitchen regions went from side to side open and shut with a soft sound. And now there came a long, laughing absurd sound. It was the piano of great weight being moved on its stiff small wheels on the legs. But the air! If you stopped to see, was the air always like this? Little feeble winds were playing an attempt to overtake in at the tops of the windows, out at the doors. And there were two very small marks of sun, one on the inkpot, one on a silver photograph frame, playing too. Dear little marks. Specially the one on the inkpot cover. It was quite warm. A warm little silver star. She could have kissed it.","Laura put back the receiver, flung her arms over her head, took a deep breath, stretched and let them fall. ""Huh,"" she sighed, and the moment after the sigh she sat up quickly. She was still, listening. All the doors in the house seemed to be open. The house was alive with soft, quick steps and running voices. The green baize door that led to the kitchen regions swung open and shut with a muffled thud. And now there came a long, chuckling absurd sound. It was the heavy piano being moved on its stiff castors. But the air! If you stopped to notice, was the air always like this? Little faint winds were playing chase, in at the tops of the windows, out at the doors. And there were two tiny spots of sun, one on the inkpot, one on a silver photograph frame, playing too. Darling little spots. Especially the one on the inkpot lid. It was quite warm. A warm little silver star. She could have kissed it."
mansfield.garden-party,31,31,0.4894,45,34,"The front door bell sounded, and Sadie's print skirt on the stairs gave a sound as if in the wind. A man's voice said in a low voice; Sadie answered, careless, ""I'm certain I have no knowledge. Wait. I'll put a question to Mrs. Sheridan.""","The front door bell pealed, and there sounded the rustle of Sadie's print skirt on the stairs. A man's voice murmured; Sadie answered, careless, ""I'm sure I don't know. Wait. I'll ask Mrs Sheridan."""
mansfield.garden-party,32,32,0.5,15,9,"""What is it, Sadie?"" Laura came into the room where there was a front door.","""What is it, Sadie?"" Laura came into the hall."
mansfield.garden-party,33,33,0.4444,9,5,"""It's the person keeping flower store , Miss Laura.""","""It's the florist, Miss Laura."""
mansfield.garden-party,34,34,0.6818,49,41,"It was, indeed. There, just inside the door, was a wide, not deep tray full of pots of pink lilies. No other kind. Nothing but lilies – Canna lilies, big pink flowers, wide open, very bright, on bright crimson stems alive to the degree that it could give fear.","It was, indeed. There, just inside the door, stood a wide, shallow tray full of pots of pink lilies. No other kind. Nothing but lilies - canna lilies, big pink flowers, wide open, radiant, almost frighteningly alive on bright crimson stems."
mansfield.garden-party,35,35,0.7619,42,39,"""O-oh, Sadie!"" said Laura, and the sound was like a little cry of pain. She bent down as if to warm herself at that bright flame of lilies; she felt they were in her fingers, on her lips, growing in her chest.","""O-oh, Sadie!"" said Laura, and the sound was like a little moan. She crouched down as if to warm herself at that blaze of lilies; she felt they were in her fingers, on her lips, growing in her breast."
mansfield.garden-party,36,36,0.6842,16,16,"""It's some error,"" she said feebly. ""Nobody ever ordered so many. Sadie, go and see mother.""","""It's some mistake,"" she said faintly. ""Nobody ever ordered so many. Sadie, go and find mother."""
mansfield.garden-party,37,37,1.0,8,8,But at that moment Mrs. Sheridan joined them.,But at that moment Mrs. Sheridan joined them.
mansfield.garden-party,38,38,0.6981,56,52,"""It's quite right,"" she said quietly. ""Yes, I ordered them. Aren't they lovely?"" She gripped Laura's arm. ""I was going through the shop yesterday, and I saw them in the window. And it suddenly came to my mind for once in my life I shall have enough Canna lilies. The garden-meeting will be a good reason.""","""It's quite right,"" she said calmly. ""Yes, I ordered them. Aren't they lovely?"" She pressed Laura's arm. ""I was passing the shop yesterday, and I saw them in the window. And I suddenly thought for once in my life I shall have enough canna lilies. The garden-party will be a good excuse."""
mansfield.garden-party,39,39,0.775,44,41,"""But I believed you said you didn't have as purpose to come between,"" said Laura. Sadie had gone. The florist's man was still outside at his van. She put her arm round her mother's neck and gently, very gently, she bit her mother's ear.","""But I thought you said you didn't mean to interfere,"" said Laura. Sadie had gone. The florist's man was still outside at his van. She put her arm round her mother's neck and gently, very gently, she bit her mother's ear."
mansfield.garden-party,40,40,0.6364,21,17,"""My dear child, you wouldn't like a mother with power of reasoning rightly, would you? Don't do that. Here's the man.""","""My darling child, you wouldn't like a logical mother, would you? Don't do that. Here's the man."""
mansfield.garden-party,41,41,0.7778,8,8,"He took more lilies still, another whole tray.","He carried more lilies still, another whole tray."
mansfield.garden-party,42,42,0.64,22,21,"""Support them, just inside the door, on both sides of the roofed doorway, please,"" said Mrs. Sheridan. ""Don't you give agreement, Laura?""","""Bank them up, just inside the door, on both sides of the porch, please,"" said Mrs. Sheridan. ""Don't you agree, Laura?"""
mansfield.garden-party,43,43,1.0,4,4,"""Oh, I do, mother.""","""Oh, I do, mother."""
mansfield.garden-party,44,44,0.5833,25,17,"In the room where guests were let into the house Meg, Jose and good little Hans had at last did well in moving the piano.","In the drawing-room Meg, Jose and good little Hans had at last succeeded in moving the piano."
mansfield.garden-party,45,45,0.8261,24,22,"""Now, if we put this Chesterfield against the wall and move everything out of the room except the chairs, don't you have that opinion?""","""Now, if we put this chesterfield against the wall and move everything out of the room except the chairs, don't you think?"""
mansfield.garden-party,46,46,1.0,1,1,"""Quite.""","""Quite."""
mansfield.garden-party,47,47,0.7593,60,59,"""Hans, move these tables into the smoking-room, and bring a brush to take these marks off the carpet and–one moment, Hans -–"" Jose loved giving orders to the servants, and they loved to do as she ordered. She always made them be conscious of their taking part in some drama. ""Tell mother and Miss Laura to come here at once.","""Hans, move these tables into the smoking-room, and bring a sweeper to take these marks off the carpet and - one moment, Hans - "" Jose loved giving orders to the servants, and they loved obeying her. She always made them feel they were taking part in some drama. ""Tell mother and Miss Laura to come here at once."
mansfield.garden-party,48,48,1.0,4,4,"""Very good, Miss Jose.""","""Very good, Miss Jose."""
mansfield.garden-party,49,49,0.8667,29,29,"She turned to Meg. ""I want to hear what the piano sounds like, just in case I'm requested to sing this afternoon. Let's try over 'This life is Tired.'""","She turned to Meg. ""I want to hear what the piano sounds like, just in case I'm asked to sing this afternoon. Let's try over 'This life is Weary.'"""
mansfield.garden-party,50,50,0.6389,34,31,Pom! Ta-ta-ta Tee -ta! The piano burst out so moved by passion that Jose's face changed. She gave loud approval. She looked regretfully and unclearly at her mother and Laura as they came in.,Pom! Ta-ta-ta Tee-ta! The piano burst out so passionately that Jose's face changed. She clasped her hands. She looked mournfully and enigmatically at her mother and Laura as they came in.
mansfield.garden-party,56,51,0.3125,5,30,"A Love that Chan -ges,","""This Life is Wee-ary, A Tear - a Sigh. A Love that Chan-ges, This Life is Wee-ary, A Tear - a Sigh. A Love that Chan-ges, And then ... Good-bye!"""
mansfield.garden-party,58,52,0.6,25,23,"But at the word ""Good-bye,"" and although the piano sounded more without hope than ever, her face had into a very bright, shockingly unkind smile.","But at the word ""Good-bye,"" and although the piano sounded more desperate than ever, her face broke into a brilliant, dreadfully unsympathetic smile."
mansfield.garden-party,59,53,0.6364,10,8,"""Aren't I in good voice, mummy?"" she gave bright smile.","""Aren't I in good voice, mummy?"" she beamed."
mansfield.garden-party,60,54,0.3846,5,13,"This Life is Wee -ary,","""This Life is Wee-ary, Hope comes to Die. A Dream - a Wa-kening."""
mansfield.garden-party,63,55,0.5,11,9,"But now Sadie put a word in. ""What is it, Sadie?""","But now Sadie interrupted them. ""What is it, Sadie?"""
mansfield.garden-party,64,56,0.6111,19,14,"""If you please, m'm, cook says have you got the flags for the slices of bread with meat between?""","""If you please, m'm, cook says have you got the flags for the sandwiches?"""
mansfield.garden-party,65,57,0.6829,45,41,"""The flags for the slices of bread, Sadie?"" said again Mrs. Sheridan thoughtfully. And the children were conscious by her face that she hadn't got them. ""Let me see."" And she said to Sadie hard, ""Tell cook I'll let her have them in ten minutes.","""The flags for the sandwiches, Sadie?"" echoed Mrs. Sheridan dreamily. And the children knew by her face that she hadn't got them. ""Let me see."" And she said to Sadie firmly, ""Tell cook I'll let her have them in ten minutes."
mansfield.garden-party,66,58,1.0,2,2,Sadie went.,Sadie went.
mansfield.garden-party,67,59,0.8205,94,90,"""Now, Laura,"" said her mother quickly, ""come with me into the smoking-room. I've got the names somewhere on the back of a cover for letter. You'll have to write them out for me. Meg, go upstairs this minute and take that wet thing off your head. Jose, run and finish dressing this instant. Do you give an ear to me, children, or shall I have to tell your father when he comes home tonight? And-–and, Jose, make cook quiet if you do go into the kitchen, will you? I'm shocked of her this morning.""","""Now, Laura,"" said her mother quickly, ""come with me into the smoking-room. I've got the names somewhere on the back of an envelope. You'll have to write them out for me. Meg, go upstairs this minute and take that wet thing off your head. Jose, run and finish dressing this instant. Do you hear me, children, or shall I have to tell your father when he comes home to-night? And - and, Jose, pacify cook if you do go into the kitchen, will you? I'm terrified of her this morning."""
mansfield.garden-party,68,60,0.5,36,21,"The cover for letter was found at last at the back of the clock in the room where guests were let in, though how it had got there Mrs. Sheridan could not have an idea of.","The envelope was found at last behind the dining-room clock, though how it had got there Mrs. Sheridan could not imagine."
mansfield.garden-party,69,61,0.4571,38,25,"""One of you son or daughter must have taken property of it out of my bag, because I have in memory clearly–white cheese made of milk and soft solid made of milk and lemon. Have you done that?""","""One of you children must have stolen it out of my bag, because I remember vividly - cream cheese and lemon-curd. Have you done that?"""
mansfield.garden-party,70,62,1.0,1,1,"""Yes.""","""Yes."""
mansfield.garden-party,71,63,0.5185,27,20,"""Egg and –-"" Mrs. Sheridan kept grip of the cover for letter away from her. ""It looks like small rat-like animals. It can't be them, can it?""","""Egg and--"" Mrs. Sheridan held the envelope away from her. ""It looks like mice. It can't be mice, can it?"""
mansfield.garden-party,72,64,0.5,10,8,"""Olive, dear,"" said Laura, looking over her top of arm.","""Olive, pet,"" said Laura, looking over her shoulder."
mansfield.garden-party,73,65,0.8462,13,13,"""Yes, of course, olive. What a horrible group it sounds. Egg and olive.""","""Yes, of course, olive. What a horrible combination it sounds. Egg and olive."""
mansfield.garden-party,74,66,0.6176,33,27,"They were ended at last, and Laura took them off to the room where they cooked. She found Jose there making the cook quiet, who did not look at all full of fear.","They were finished at last, and Laura took them off to the kitchen. She found Jose there pacifying the cook, who did not look at all terrifying."
mansfield.garden-party,75,67,0.5806,28,21,"""I have never seen such delicate meat between bread as a quick meal,"" said Jose's greatly pleased voice. ""How many kinds did you say there were, cook? Fifteen?""","""I have never seen such exquisite sandwiches,"" said Jose's rapturous voice. ""How many kinds did you say there were, cook? Fifteen?"""
mansfield.garden-party,76,68,1.0,3,3,"""Fifteen, Miss Jose.""","""Fifteen, Miss Jose."""
mansfield.garden-party,77,69,0.4,9,5,"""Well, cook, I am pleased with this for you.""","""Well, cook, I congratulate you."""
mansfield.garden-party,78,70,0.3333,19,12,Cook cleaned hard covers of the bread with the long knife for cutting bread and butter and smiled widely.,"Cook swept up crusts with the long sandwich knife, and smiled broadly."
mansfield.garden-party,79,71,0.5455,19,18,"""Godber's has come,"" said Sadie, coming out of the food-room. She had seen the man went by the window.","""Godber's has come,"" announced Sadie, issuing out of the pantry. She had seen the man pass the window."
mansfield.garden-party,80,72,0.4839,30,22,That had the sense that the cake made with eggs and milk had come. Godber's were famous for such cakes. Nobody ever had an idea of making them at home.,That meant the cream puffs had come. Godber's were famous for their cream puffs. Nobody ever thought of making them at home.
mansfield.garden-party,81,73,0.8462,13,13,"""Take them in and put them on the table, my girl,"" ordered cook.","""Bring them in and put them on the table, my girl,"" ordered cook."
mansfield.garden-party,82,74,0.7115,54,49,"Sadie took them in and went back to the door. Of course Laura and Jose were far too grown-up to really care about such things. All the same, they couldn't help coming to an agreement that the cakes looked very pleasing. Very. Cook began putting them in order, shaking off the additional icing sugar.","Sadie brought them in and went back to the door. Of course Laura and Jose were far too grown-up to really care about such things. All the same, they couldn't help agreeing that the puffs looked very attractive. Very. Cook began arranging them, shaking off the extra icing sugar."
mansfield.garden-party,83,75,0.6923,11,11,"""Don't they take one back to all one's gathering?"" said Laura.","""Don't they carry one back to all one's parties?"" said Laura."
mansfield.garden-party,84,76,0.6667,25,23,"""I have an idea they do,"" said common-sense Jose, who never liked to be taken back. ""They look beautifully light and feathery, I must say.""","""I suppose they do,"" said practical Jose, who never liked to be carried back. ""They look beautifully light and feathery, I must say."""
mansfield.garden-party,85,77,0.619,20,15,"""Have one each, my dears,"" said cook in her voice which was able to comfort. ""Yer ma won't have knowledge.""","""Have one each, my dears,"" said cook in her comfortable voice. ""Yer ma won't know."""
mansfield.garden-party,86,78,0.5957,42,39,"Oh, not possible. Ornamented cakes so soon after breakfast. The very idea made one shake All the same, two minutes later Jose and Laura were touching their fingers with tongue with that taken up inside look that only comes from whipped milk.","Oh, impossible. Fancy cream puffs so soon after breakfast. The very idea made one shudder. All the same, two minutes later Jose and Laura were licking their fingers with that absorbed inward look that only comes from whipped cream."
mansfield.garden-party,87,79,0.7188,33,30,"""Let's go into the garden, out by the back way,"" Laura made suggestion. ""I want to see how the men are getting on with the canvas house. They're such a very nice men.""","""Let's go into the garden, out by the back way,"" suggested Laura. ""I want to see how the men are getting on with the marquee. They're such awfully nice men."""
mansfield.garden-party,88,80,0.5882,16,13,"But the cook got in the way at the back door, Sadie, Godber's man and Hans.","But the back door was blocked by cook, Sadie, Godber's man and Hans."
mansfield.garden-party,89,81,0.4,4,3,Something had taken place.,Something had happened.
mansfield.garden-party,90,82,0.7857,44,42,"""Tuk-tuk-tuk,"" cook made a noise like a troubled hen. Sadie had her hand clapped to her cheek as though she had toothache. Hans' face was screwed up in the effort to understand. Only Godber's man seemed to be enjoying himself; it was his story.","""Tuk-tuk-tuk,"" clucked cook like an agitated hen. Sadie had her hand clapped to her cheek as though she had toothache. Hans's face was screwed up in the effort to understand. Only Godber's man seemed to be enjoying himself; it was his story."
mansfield.garden-party,92,84,0.4,12,10,"""There's been an unpleasing event,"" said Cook. ""A man put to death.""","""There's been a horrible accident,"" said Cook. ""A man killed."""
mansfield.garden-party,93,85,0.5556,8,6,"""A man put to death! Where? How? When?""","""A man killed! Where? How? When?"""
mansfield.garden-party,94,86,0.8,14,15,But Godber's man wasn't going to have his story taken from under his nose.,But Godber's man wasn't going to have his story snatched from under his very nose.
mansfield.garden-party,95,87,0.5469,71,51,"""Have knowledge of those little small country houses just below here, miss?"" Have knowledge of them? Of course, she had knowledge of them. ""Well, there's a young boy living there, name of Scott, a carter. His horse gave a sudden jump from fear at a engine with the power to pull, corner of Hawke Street this morning, and he was made fall on the back of his head. Put to death.""","""Know those little cottages just below here, miss?"" Know them? Of course, she knew them. ""Well, there's a young chap living there, name of Scott, a carter. His horse shied at a traction-engine, corner of Hawke Street this morning, and he was thrown out on the back of his head. Killed."""
mansfield.garden-party,96,88,0.625,7,6,"""Dead!"" Laura looked fixedly at Godber's man.","""Dead!"" Laura stared at Godber's man."
mansfield.garden-party,97,89,0.7941,36,36,"""Dead when they took him up,"" said Godber's man with pleasure. ""They were taking the body home as I come up here."" And he said to the cook, ""He has a wife and five little ones.""","""Dead when they picked him up,"" said Godber's man with relish. ""They were taking the body home as I come up here."" And he said to the cook, ""He's left a wife and five little ones."""
mansfield.garden-party,98,90,0.4909,57,43,"""Jose, come here."" Laura took possession of her sister's arm part of the clothing and moved her by pulling through the room where they cooked to the other side of the green baize door. There she stopped for a time and was supported against it. ""Jose!"" she said, with fear, ""however are we going to stop everything?""","""Jose, come here."" Laura caught hold of her sister's sleeve and dragged her through the kitchen to the other side of the green baize door. There she paused and leaned against it. ""Jose!"" she said, horrified, ""however are we going to stop everything?"""
mansfield.garden-party,99,91,0.6,13,11,"""Stop everything, Laura!"" cried Jose in surprise. ""What do you have as purpose?""","""Stop everything, Laura!"" cried Jose in astonishment. ""What do you mean?"""
mansfield.garden-party,100,92,0.4444,14,9,"""Stop the garden-gathering, of course."" Why did Jose make him seem what he wasn’t?","""Stop the garden-party, of course."" Why did Jose pretend?"
mansfield.garden-party,101,93,0.5946,36,33,"But Jose was still more surprised. ""Stop the garden-gathering? My dear Laura, don't be so foolish. Of course we can't do anything of the kind. Nobody is of opinion that we should. Don't be so wasting.""","But Jose was still more amazed. ""Stop the garden-party? My dear Laura, don't be so absurd. Of course we can't do anything of the kind. Nobody expects us to. Don't be so extravagant."""
mansfield.garden-party,102,94,0.7778,16,16,"""But we can't possibly have a garden-gathering with a man dead just outside the front door.""","""But we can't possibly have a garden-party with a man dead just outside the front gate."""
mansfield.garden-party,103,95,0.4659,233,196,"That really was wasting, for the little country houses were in a narrow street to themselves at the very bottom of a sloping place higher than the rest that led up to the house. A wide road ran between. True, they were far too near. They were the greatest unpleasing something to see, and they had no right to be in the same part of town at all. They were little houses of poor quality painted a chocolate brown. In the garden bits of land there was nothing but sticks of round green food plants, ill female fowls and tins of soft red (yellow) fruit for food. The very smoke coming out of their smoke holes was overcome by the state of being poor. Little bits of smoke, so unlike the great silvery feathers that came from the Sheridans' smoke holes. Washerwomen lived in the narrow street and cleaner of smoke outlets and a shoemaker, and a man whose house-front was full of small bird-houses. There were a great number of children. When the Sheridans were little they were given orders against going there because of the disgusting language and of what they might take. But since they were grown up, Laura and Laurie sometimes walked through secretly. It was disgusting and dirty. They came out with a shake. But still one must go everywhere; one must see everything. So through they went.","That really was extravagant, for the little cottages were in a lane to themselves at the very bottom of a steep rise that led up to the house. A broad road ran between. True, they were far too near. They were the greatest possible eyesore, and they had no right to be in that neighbourhood at all. They were little mean dwellings painted a chocolate brown. In the garden patches there was nothing but cabbage stalks, sick hens and tomato cans. The very smoke coming out of their chimneys was poverty-stricken. Little rags and shreds of smoke, so unlike the great silvery plumes that uncurled from the Sheridans' chimneys. Washerwomen lived in the lane and sweeps and a cobbler, and a man whose house-front was studded all over with minute bird-cages. Children swarmed. When the Sheridans were little they were forbidden to set foot there because of the revolting language and of what they might catch. But since they were grown up, Laura and Laurie on their prowls sometimes walked through. It was disgusting and sordid. They came out with a shudder. But still one must go everywhere; one must see everything. So through they went."
mansfield.garden-party,104,96,1.0,16,16,"""And just think of what the band would sound like to that poor woman,"" said Laura.","""And just think of what the band would sound like to that poor woman,"" said Laura."
mansfield.garden-party,105,97,0.6842,81,78,"""Oh, Laura!"" Jose made a start to be seriously troubled. ""If you're going to stop a band playing every time someone has an chance, you'll lead a very hard life. I'm every bit as feeling regret about it as you. I feel just as kind."" Her eyes hardened. She looked at her sister just as she used to when they were little and fighting together. ""You won't take a drunken workman back to life by having soft feelings,"" she said softly.","""Oh, Laura!"" Jose began to be seriously annoyed. ""If you're going to stop a band playing every time some one has an accident, you'll lead a very strenuous life. I'm every bit as sorry about it as you. I feel just as sympathetic."" Her eyes hardened. She looked at her sister just as she used to when they were little and fighting together. ""You won't bring a drunken workman back to life by being sentimental,"" she said softly."
mansfield.garden-party,106,98,0.8276,31,30,"""Drunk! Who said he was drunk?"" Laura turned very angrily on Jose. She said just as they had used to say on those events, ""I'm going straight up to tell mother.""","""Drunk! Who said he was drunk?"" Laura turned furiously on Jose. She said, just as they had used to say on those occasions, ""I'm going straight up to tell mother."""
mansfield.garden-party,107,99,0.3333,8,4,"""Do, dear,"" said Jose with soft, loving voice.","""Do, dear,"" cooed Jose."
mansfield.garden-party,108,100,0.7647,17,13,"""Mother, can I come into your room?"" Laura turned the big glass hand part of the door.","""Mother, can I come into your room?"" Laura turned the big glass door-knob."
mansfield.garden-party,109,101,0.75,29,28,"""Of course, child. Why, what has taken place? What's given you such a colour?"" And Mrs. Sheridan turned round from her dressing-table. She was putting on a new hat.","""Of course, child. Why, what's the matter? What's given you such a colour?"" And Mrs. Sheridan turned round from her dressing-table. She was trying on a new hat."
mansfield.garden-party,110,102,0.4545,9,7,"""Mother, a man's been put to death,"" Laura started.","""Mother, a man's been killed,"" began Laura."
mansfield.garden-party,111,103,0.6,10,7,"""Not in the garden?"" her mother put a word in.","""Not in the garden?"" interrupted her mother."
mansfield.garden-party,112,104,1.0,2,2,"""No, no!""","""No, no!"""
mansfield.garden-party,113,105,0.6786,25,24,"""Oh, what a fear you gave me!"" Mrs. Sheridan breathed deeply with comfort, and took off the big hat and put it on her knees.","""Oh, what a fright you gave me!"" Mrs. Sheridan sighed with relief, and took off the big hat and held it on her knees."
mansfield.garden-party,114,106,0.5556,42,35,"""But give ear, mother,"" said Laura. Breathless, half stopping breathing, she told the shocking story. ""Of course, we can't have our gathering, can we?"" she made a request. ""The band and everybody coming. They'd hear us, mother; they're nearly people living near!""","""But listen, mother,"" said Laura. Breathless, half-choking, she told the dreadful story. ""Of course, we can't have our party, can we?"" she pleaded. ""The band and everybody arriving. They'd hear us, mother; they're nearly neighbours!"""
mansfield.garden-party,115,107,0.5161,29,24,To Laura's surprise her mother acted just like Jose; it was harder to put up with because she seemed to be given amusement. She didn’t to take Laura seriously.,To Laura's astonishment her mother behaved just like Jose; it was harder to bear because she seemed amused. She refused to take Laura seriously.
mansfield.garden-party,116,108,0.6923,44,47,"""But, dear child, use your common sense. It's only by chance we've heard of it. If someone had been dead there normally–and I can't have knowledge of how they keep alive in those narrow little holes-we should still be having our gathering, shouldn't we?""","""But, my dear child, use your common sense. It's only by accident we've heard of it. If some one had died there normally - and I can't understand how they keep alive in those poky little holes - we should still be having our party, shouldn't we?"""
mansfield.garden-party,117,109,0.6667,28,26,"Laura had to say ""yes"" to that, but she was conscious of its being all wrong. She sat down on her mother's sofa and gripped the cushion ornament.","Laura had to say ""yes"" to that, but she felt it was all wrong. She sat down on her mother's sofa and pinched the cushion frill."
mansfield.garden-party,118,110,0.4286,11,9,"""Mother, isn't it very unkind of us?"" she put a question.","""Mother, isn't it terribly heartless of us?"" she asked."
mansfield.garden-party,119,111,0.7857,63,61,"""Dear!"" Mrs. Sheridan got up and came over to her, taking the hat. Before Laura could stop her she had put it on quickly. ""My child!"" said her mother, ""the hat is yours. It's made for you. It's much too young for me. I have never seen you look such a picture. Look at yourself!"" And she took up her hand looking glass.","""Darling!"" Mrs. Sheridan got up and came over to her, carrying the hat. Before Laura could stop her she had popped it on. ""My child!"" said her mother, ""the hat is yours. It's made for you. It's much too young for me. I have never seen you look such a picture. Look at yourself!"" And she held up her hand- mirror."
mansfield.garden-party,120,112,0.625,15,13,"""But, mother,"" Laura started again. She couldn't look at herself; she turned on one side.","""But, mother,"" Laura began again. She couldn't look at herself; she turned aside."
mansfield.garden-party,121,113,0.45,17,11,This time Mrs. Sheridan couldn’t keep power of putting up with things just as Jose had done.,This time Mrs. Sheridan lost patience just as Jose had done.
mansfield.garden-party,122,114,0.6053,33,30,"""You are being very foolish, Laura,"" she said coldly. ""People like that don't wait offering from us. And it's not very kind to have bad effect on everybody's pleasure as you're doing now.""","""You are being very absurd, Laura,"" she said coldly. ""People like that don't expect sacrifices from us. And it's not very sympathetic to spoil everybody's enjoyment as you're doing now."""
mansfield.garden-party,123,115,0.6518,159,131,"""I don't get clearly,"" said Laura, and she walked quickly out of the room into her own bedroom. There, quite by chance, the first thing she saw was this good looking girl in the looking glass, in her black hat ornamented with gold daisies, and a long black velvet narrow silk band. Never had she an idea that she could look like that. Is mother right? she had this idea in mind. And now she hoped her mother was right. Am I being over free with money? Perhaps it was being over-free with money. Just for a moment she had another quick view of that poor woman and those little children, and the body being taken into the house. But it all seemed unclear, unreal, like a picture in the newspaper. I'll keep it in mind again after the friends’ meeting is over, she came to a decision. And somehow that seemed quite the best idea. . . .","""I don't understand,"" said Laura, and she walked quickly out of the room into her own bedroom. There, quite by chance, the first thing she saw was this charming girl in the mirror, in her black hat trimmed with gold daisies, and a long black velvet ribbon. Never had she imagined she could look like that. Is mother right? she thought. And now she hoped her mother was right. Am I being extravagant? Perhaps it was extravagant. Just for a moment she had another glimpse of that poor woman and those little children, and the body being carried into the house. But it all seemed blurred, unreal, like a picture in the newspaper. I'll remember it again after the party's over, she decided. And somehow that seemed quite the best plan"
mansfield.garden-party,124,116,0.5789,35,30,Lunch was over by half-past one. By half-past two they were all ready for the fight. The green-coated band had come and was put up in an angle of the place where tennis is played.,Lunch was over by half-past one. By half-past two they were all ready for the fray. The green-coated band had arrived and was established in a corner of the tennis-court.
mansfield.garden-party,125,117,0.575,39,30,"""My dear!"" Kitty Maitland pronounced letter 'r' with shaking, ""aren't they too like small jumping animal for words? You ought to have ordered them round the small stretch of water with the guide in the middle on a leaf.""","""My dear!"" trilled Kitty Maitland, ""aren't they too like frogs for words? You ought to have arranged them round the pond with the conductor in the middle on a leaf."""
mansfield.garden-party,126,118,0.7143,48,46,"Laurie came and said 'Hello' to them on his way to dress. On seeing him the accident came to Laura’s mind again. She wanted to tell him. If Laurie agreed with the others, then it was bound to be all right. And she followed him into the hall.","Laurie arrived and hailed them on his way to dress. At the sight of him Laura remembered the accident again. She wanted to tell him. If Laurie agreed with the others, then it was bound to be all right. And she followed him into the hall."
mansfield.garden-party,127,119,1.0,1,1,"""Laurie!""","""Laurie!"""
mansfield.garden-party,128,120,0.6744,41,39,"""Hallo!"" he was half-way upstairs, but when he turned round and saw Laura he suddenly breathed air into his cheeks and opened his eyes widely at her. ""My word, Laura! You do look beautiful,"" said Laurie. ""What a completely topping hat!""","""Hallo!"" He was half-way upstairs, but when he turned round and saw Laura he suddenly puffed out his cheeks and goggled his eyes at her. ""My word, Laura! You do look stunning,"" said Laurie. ""What an absolutely topping hat!"""
mansfield.garden-party,129,121,0.875,16,16,"Laura said feebly ""Is it?"" and smiled up at Laurie, and didn't tell him after all.","Laura said faintly ""Is it?"" and smiled up at Laurie, and didn't tell him after all."
mansfield.garden-party,130,122,0.6047,92,82,"Soon after that people started coming in groups. The band started playing; the waiters taken for money ran from the house to the canvas house. Wherever you looked there were couples walking, bending to the flowers, saying ‘hello’, moving on over the space of grass. They were like bright birds that had got off in the Sheridans' garden for this one day, on their way to–where? Ah, what feeling of pleasure it is to be with people who all are happy, to give a push to hands and cheeks, smile into eyes.","Soon after that people began coming in streams. The band struck up; the hired waiters ran from the house to the marquee. Wherever you looked there were couples strolling, bending to the flowers, greeting, moving on over the lawn. They were like bright birds that had alighted in the Sheridans' garden for this one afternoon, on their way to - where? Ah, what happiness it is to be with people who all are happy, to press hands, press cheeks, smile into eyes."
mansfield.garden-party,131,123,1.0,6,6,"""Darling Laura, how well you look!""","""Darling Laura, how well you look!"""
mansfield.garden-party,132,124,1.0,5,5,"""What a becoming hat, child!""","""What a becoming hat, child!"""
mansfield.garden-party,133,126,0.5577,58,38,"""Laura, you look quite Spanish. I've never seen you look so nice."" And Laura, moved by that, answered softly, ""Have you had tea? Won't you have an ice? The passion-fruit ices,(sort of a dessert) really are rather special."" She ran to her father and made a request of him. ""Daddy dear, may the band have something to drink?""","And Laura, glowing, answered softly, ""Have you had tea? Won't you have an ice? The passion-fruit ices really are rather special."" She ran to her father and begged him. ""Daddy darling, can't the band have something to drink?"""
